"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"US1TXTV0065","LOST CREEK 2.7 NW, TX US","30.325904","-97.871086","227.7","2024-05-05",,,,,,,,
"US1TXTV0065","LOST CREEK 2.7 NW, TX US","30.325904","-97.871086","227.7","2024-05-06",,,,,,,,
"US1TXTV0386","BEE CAVE 1.6 NNW, TX US","30.330348","-97.964491","317.9","2024-05-02",,,,,,,,
"US1TXTV0343","AUSTIN 4.1 NNW, TX US","30.355789","-97.788708","231.0","2024-05-01",,,,,,,,
"US1TXTV0343","AUSTIN 4.1 NNW, TX US","30.355789","-97.788708","231.0","2024-05-02",,,,,,,,
"US1TXTV0343","AUSTIN 4.1 NNW, TX US","30.355789","-97.788708","231.0","2024-05-03",,,,,,,,
"US1TXTV0343","AUSTIN 4.1 NNW, TX US","30.355789","-97.788708","231.0","2024-05-04",,,,,,,,
"US1TXTV0343","AUSTIN 4.1 NNW, TX US","30.355789","-97.788708","231.0","2024-05-05",,,,,,,,
"US1TXTV0343","AUSTIN 4.1 NNW, TX US","30.355789","-97.788708","231.0","2024-05-06",,,,,,,,
"US1TXTV0343","AUSTIN 4.1 NNW, TX US","30.355789","-97.788708","231.0","2024-05-07",,,,,,,,
"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2024-05-01",,,"78",",,W","69",",,W",,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2024-05-02",,,"77",",,W","68",",,W",,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2024-05-03",,,"76",",,W","71",",,W",,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2024-05-04",,,"80",",,W","71",",,W",,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2024-05-05",,,"82",",,W","64",",,W",,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2024-05-06",,,"87",",,W","74",",,W",,
"US1TXTV0267","PFLUGERVILLE 2.2 ENE, TX US","30.453919","-97.58589","210.0","2024-05-01",,,,,,,,
"US1TXTV0267","PFLUGERVILLE 2.2 ENE, TX US","30.453919","-97.58589","210.0","2024-05-02",,,,,,,,
"US1TXTV0267","PFLUGERVILLE 2.2 ENE, TX US","30.453919","-97.58589","210.0","2024-05-03",,,,,,,,
"US1TXTV0267","PFLUGERVILLE 2.2 ENE, TX US","30.453919","-97.58589","210.0","2024-05-04",,,,,,,,
"US1TXTV0267","PFLUGERVILLE 2.2 ENE, TX US","30.453919","-97.58589","210.0","2024-05-05",,,,,,,,
"US1TXTV0267","PFLUGERVILLE 2.2 ENE, TX US","30.453919","-97.58589","210.0","2024-05-06",,,,,,,,
"US1TXTV0267","PFLUGERVILLE 2.2 ENE, TX US","30.453919","-97.58589","210.0","2024-05-07",,,,,,,,
"US1TXTV0388","AUSTIN 9.5 N, TX US","30.444067","-97.7489042","273.7","2024-05-01",,,,,,,,
"US1TXTV0388","AUSTIN 9.5 N, TX US","30.444067","-97.7489042","273.7","2024-05-02",,,,,,,,
"US1TXTV0388","AUSTIN 9.5 N, TX US","30.444067","-97.7489042","273.7","2024-05-03",,,,,,,,
"US1TXTV0388","AUSTIN 9.5 N, TX US","30.444067","-97.7489042","273.7","2024-05-04",,,,,,,,
"US1TXTV0388","AUSTIN 9.5 N, TX US","30.444067","-97.7489042","273.7","2024-05-05",,,,,,,,
"US1TXTV0388","AUSTIN 9.5 N, TX US","30.444067","-97.7489042","273.7","2024-05-06",,,,,,,,
"US1TXTV0345","ANDERSON MILL 2.3 SW, TX US","30.4309","-97.8315","274.3","2024-05-01",,,,,,,,
"US1TXTV0345","ANDERSON MILL 2.3 SW, TX US","30.4309","-97.8315","274.3","2024-05-02",,,,,,,,
"US1TXTV0345","ANDERSON MILL 2.3 SW, TX US","30.4309","-97.8315","274.3","2024-05-03",,,,,,,,
"US1TXTV0345","ANDERSON MILL 2.3 SW, TX US","30.4309","-97.8315","274.3","2024-05-04",,,,,,,,
"US1TXTV0345","ANDERSON MILL 2.3 SW, TX US","30.4309","-97.8315","274.3","2024-05-05",,,,,,,,
"US1TXTV0345","ANDERSON MILL 2.3 SW, TX US","30.4309","-97.8315","274.3","2024-05-06",,,,,,,,
"US1TXTV0302","LAKEWAY 3.1 ENE, TX US","30.381451","-97.929518","208.8","2024-05-01",,,,,,,,
"US1TXTV0302","LAKEWAY 3.1 ENE, TX US","30.381451","-97.929518","208.8","2024-05-02",,,,,,,,
"US1TXTV0302","LAKEWAY 3.1 ENE, TX US","30.381451","-97.929518","208.8","2024-05-03",,,,,,,,
"US1TXTV0302","LAKEWAY 3.1 ENE, TX US","30.381451","-97.929518","208.8","2024-05-04",,,,,,,,
"US1TXTV0302","LAKEWAY 3.1 ENE, TX US","30.381451","-97.929518","208.8","2024-05-05",,,,,,,,
"US1TXTV0302","LAKEWAY 3.1 ENE, TX US","30.381451","-97.929518","208.8","2024-05-06",,,,,,,,
"US1TXTV0302","LAKEWAY 3.1 ENE, TX US","30.381451","-97.929518","208.8","2024-05-07",,,,,,,,
"US1TXTV0423","AUSTIN 2.6 S, TX US","30.267791","-97.749416","130.5","2024-05-01",,,,,,,,
"US1TXTV0423","AUSTIN 2.6 S, TX US","30.267791","-97.749416","130.5","2024-05-02",,,,,,,,
"US1TXTV0423","AUSTIN 2.6 S, TX US","30.267791","-97.749416","130.5","2024-05-03",,,,,,,,
"US1TXTV0423","AUSTIN 2.6 S, TX US","30.267791","-97.749416","130.5","2024-05-04",,,,,,,,
"US1TXTV0423","AUSTIN 2.6 S, TX US","30.267791","-97.749416","130.5","2024-05-05",,,,,,,,
"US1TXTV0423","AUSTIN 2.6 S, TX US","30.267791","-97.749416","130.5","2024-05-06",,,,,,,,
"US1TXTV0423","AUSTIN 2.6 S, TX US","30.267791","-97.749416","130.5","2024-05-07",,,,,,,,
"US1TXTV0303","AUSTIN 1.6 NE, TX US","30.324785","-97.734624","206.3","2024-05-02",,,,,,,,
"US1TXTV0303","AUSTIN 1.6 NE, TX US","30.324785","-97.734624","206.3","2024-05-03",,,,,,,,
"US1TXTV0303","AUSTIN 1.6 NE, TX US","30.324785","-97.734624","206.3","2024-05-05",,,,,,,,
"US1TXTV0262","AUSTIN 7.8 SW, TX US","30.231063","-97.8476","237.7","2024-05-02",,,,,,,,
"US1TXTV0262","AUSTIN 7.8 SW, TX US","30.231063","-97.8476","237.7","2024-05-04",,,,,,,,
"US1TXTV0262","AUSTIN 7.8 SW, TX US","30.231063","-97.8476","237.7","2024-05-06",,,,,,,,
"US1TXWM0273","CEDAR PARK 3.3 S, TX US","30.467446","-97.824461","301.8","2024-05-01",,,,,,,,
"US1TXWM0273","CEDAR PARK 3.3 S, TX US","30.467446","-97.824461","301.8","2024-05-02",,,,,,,,
"US1TXWM0273","CEDAR PARK 3.3 S, TX US","30.467446","-97.824461","301.8","2024-05-03",,,,,,,,
"US1TXWM0273","CEDAR PARK 3.3 S, TX US","30.467446","-97.824461","301.8","2024-05-05",,,,,,,,
"US1TXWM0273","CEDAR PARK 3.3 S, TX US","30.467446","-97.824461","301.8","2024-05-06",,,,,,,,
"US1TXHYS127","HAYS 5.0 NW, TX US","30.164","-97.94","295.0","2024-05-02",,,,,,,,
"US1TXHYS205","BUDA 1.9 WNW, TX US","30.091418","-97.870551","230.4","2024-05-01",,,,,,,,
"US1TXHYS205","BUDA 1.9 WNW, TX US","30.091418","-97.870551","230.4","2024-05-02",,,,,,,,
"US1TXHYS205","BUDA 1.9 WNW, TX US","30.091418","-97.870551","230.4","2024-05-03",,,,,,,,
"US1TXHYS205","BUDA 1.9 WNW, TX US","30.091418","-97.870551","230.4","2024-05-04",,,,,,,,
"US1TXHYS205","BUDA 1.9 WNW, TX US","30.091418","-97.870551","230.4","2024-05-05",,,,,,,,
"US1TXHYS205","BUDA 1.9 WNW, TX US","30.091418","-97.870551","230.4","2024-05-06",,,,,,,,
"US1TXTV0348","PFLUGERVILLE 0.8 NNE, TX US","30.45195","-97.61582","219.2","2024-05-02",,,,,,,,
"US1TXTV0348","PFLUGERVILLE 0.8 NNE, TX US","30.45195","-97.61582","219.2","2024-05-04",,,,,,,,
"US1TXTV0348","PFLUGERVILLE 0.8 NNE, TX US","30.45195","-97.61582","219.2","2024-05-05",,,,,,,,
"US1TXTV0425","LAKEWAY 0.4 ESE, TX US","30.3650999","-97.9729733","249.3","2024-05-01",,,,,,,,
"US1TXTV0425","LAKEWAY 0.4 ESE, TX US","30.3650999","-97.9729733","249.3","2024-05-02",,,,,,,,
"US1TXTV0425","LAKEWAY 0.4 ESE, TX US","30.3650999","-97.9729733","249.3","2024-05-03",,,,,,,,
"US1TXTV0425","LAKEWAY 0.4 ESE, TX US","30.3650999","-97.9729733","249.3","2024-05-04",,,,,,,,
"US1TXTV0425","LAKEWAY 0.4 ESE, TX US","30.3650999","-97.9729733","249.3","2024-05-05",,,,,,,,
"US1TXTV0425","LAKEWAY 0.4 ESE, TX US","30.3650999","-97.9729733","249.3","2024-05-06",,,,,,,,
"US1TXTV0425","LAKEWAY 0.4 ESE, TX US","30.3650999","-97.9729733","249.3","2024-05-07",,,,,,,,
"US1TXTV0228","AUSTIN 9.8 WSW, TX US","30.2413787841797","-97.8962020874023","313.0","2024-05-01",,,,,,,,
"US1TXTV0228","AUSTIN 9.8 WSW, TX US","30.2413787841797","-97.8962020874023","313.0","2024-05-02",,,,,,,,
"US1TXTV0228","AUSTIN 9.8 WSW, TX US","30.2413787841797","-97.8962020874023","313.0","2024-05-03",,,,,,,,
"US1TXTV0228","AUSTIN 9.8 WSW, TX US","30.2413787841797","-97.8962020874023","313.0","2024-05-04",,,,,,,,
"US1TXTV0228","AUSTIN 9.8 WSW, TX US","30.2413787841797","-97.8962020874023","313.0","2024-05-05",,,,,,,,
"US1TXTV0228","AUSTIN 9.8 WSW, TX US","30.2413787841797","-97.8962020874023","313.0","2024-05-06",,,,,,,,
"US1TXTV0228","AUSTIN 9.8 WSW, TX US","30.2413787841797","-97.8962020874023","313.0","2024-05-07",,,,,,,,
"US1TXTV0153","AUSTIN 9.7 WSW, TX US","30.2412948608398","-97.9012680053711","305.4","2024-05-02",,,,,,,,
"US1TXTV0153","AUSTIN 9.7 WSW, TX US","30.2412948608398","-97.9012680053711","305.4","2024-05-04",,,,,,,,
"US1TXTV0153","AUSTIN 9.7 WSW, TX US","30.2412948608398","-97.9012680053711","305.4","2024-05-05",,,,,,,,
"US1TXTV0351","MANOR 6.2 SE, TX US","30.274173","-97.493995","180.1","2024-05-01",,,,,,,,
"US1TXTV0351","MANOR 6.2 SE, TX US","30.274173","-97.493995","180.1","2024-05-02",,,,,,,,
"US1TXTV0351","MANOR 6.2 SE, TX US","30.274173","-97.493995","180.1","2024-05-03",,,,,,,,
"US1TXTV0351","MANOR 6.2 SE, TX US","30.274173","-97.493995","180.1","2024-05-04",,,,,,,,
"US1TXTV0351","MANOR 6.2 SE, TX US","30.274173","-97.493995","180.1","2024-05-05",,,,,,,,
"US1TXTV0351","MANOR 6.2 SE, TX US","30.274173","-97.493995","180.1","2024-05-06",,,,,,,,
"US1TXTV0351","MANOR 6.2 SE, TX US","30.274173","-97.493995","180.1","2024-05-07",,,,,,,,
"US1TXTV0395","AUSTIN 1.6 E, TX US","30.3024369452563","-97.7239596164918","180.1","2024-05-01",,,,,,,,
"US1TXTV0395","AUSTIN 1.6 E, TX US","30.3024369452563","-97.7239596164918","180.1","2024-05-02",,,,,,,,
"US1TXTV0395","AUSTIN 1.6 E, TX US","30.3024369452563","-97.7239596164918","180.1","2024-05-03",,,,,,,,
"US1TXTV0395","AUSTIN 1.6 E, TX US","30.3024369452563","-97.7239596164918","180.1","2024-05-04",,,,,,,,
"US1TXTV0395","AUSTIN 1.6 E, TX US","30.3024369452563","-97.7239596164918","180.1","2024-05-05",,,,,,,,
"US1TXTV0395","AUSTIN 1.6 E, TX US","30.3024369452563","-97.7239596164918","180.1","2024-05-06",,,,,,,,
"US1TXTV0034","SUNSET VALLEY 0.7 SE, TX US","30.218793","-97.808739","203.6","2024-05-01",,,,,,,,
"US1TXTV0034","SUNSET VALLEY 0.7 SE, TX US","30.218793","-97.808739","203.6","2024-05-02",,,,,,,,
"US1TXTV0034","SUNSET VALLEY 0.7 SE, TX US","30.218793","-97.808739","203.6","2024-05-03",,,,,,,,
"US1TXTV0034","SUNSET VALLEY 0.7 SE, TX US","30.218793","-97.808739","203.6","2024-05-04",,,,,,,,
"US1TXTV0034","SUNSET VALLEY 0.7 SE, TX US","30.218793","-97.808739","203.6","2024-05-05",,,,,,,,
"US1TXTV0034","SUNSET VALLEY 0.7 SE, TX US","30.218793","-97.808739","203.6","2024-05-06",,,,,,,,
"US1TXTV0034","SUNSET VALLEY 0.7 SE, TX US","30.218793","-97.808739","203.6","2024-05-07",,,,,,,,
"US1TXTV0111","AUSTIN 10.8 WSW, TX US","30.195271","-97.90217","277.1","2024-05-01",,,,,,,,
"US1TXTV0111","AUSTIN 10.8 WSW, TX US","30.195271","-97.90217","277.1","2024-05-02",,,,,,,,
"US1TXTV0111","AUSTIN 10.8 WSW, TX US","30.195271","-97.90217","277.1","2024-05-03",,,,,,,,
"US1TXTV0111","AUSTIN 10.8 WSW, TX US","30.195271","-97.90217","277.1","2024-05-04",,,,,,,,
"US1TXTV0111","AUSTIN 10.8 WSW, TX US","30.195271","-97.90217","277.1","2024-05-05",,,,,,,,
"US1TXTV0111","AUSTIN 10.8 WSW, TX US","30.195271","-97.90217","277.1","2024-05-07",,,,,,,,
"US1TXTV0397","AUSTIN 4.5 E, TX US","30.3131823","-97.6763673","171.3","2024-05-02",,,,,,,,
"US1TXTV0397","AUSTIN 4.5 E, TX US","30.3131823","-97.6763673","171.3","2024-05-05",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2024-05-01",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2024-05-02",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2024-05-03",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2024-05-04",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2024-05-05",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2024-05-06",,,,,,,,
"US1TXTV0035","PFLUGERVILLE 0.6 ENE, TX US","30.44391","-97.611681","214.9","2024-05-07",,,,,,,,
"US1TXTV0233","TANGLEWOOD FOREST 3.5 NW, TX US","30.2126571536064","-97.8761968016624","256.6","2024-05-02",,,,,,,,
"US1TXTV0233","TANGLEWOOD FOREST 3.5 NW, TX US","30.2126571536064","-97.8761968016624","256.6","2024-05-03",,,,,,,,
"US1TXTV0233","TANGLEWOOD FOREST 3.5 NW, TX US","30.2126571536064","-97.8761968016624","256.6","2024-05-05",,,,,,,,
"US1TXTV0233","TANGLEWOOD FOREST 3.5 NW, TX US","30.2126571536064","-97.8761968016624","256.6","2024-05-06",,,,,,,,
"US1TXTV0113","AUSTIN 7.3 SW, TX US","30.207183","-97.843988","229.2","2024-05-01",,,,,,,,
"US1TXTV0113","AUSTIN 7.3 SW, TX US","30.207183","-97.843988","229.2","2024-05-02",,,,,,,,
"US1TXTV0113","AUSTIN 7.3 SW, TX US","30.207183","-97.843988","229.2","2024-05-03",,,,,,,,
"US1TXTV0113","AUSTIN 7.3 SW, TX US","30.207183","-97.843988","229.2","2024-05-04",,,,,,,,
"US1TXTV0113","AUSTIN 7.3 SW, TX US","30.207183","-97.843988","229.2","2024-05-05",,,,,,,,
"US1TXTV0113","AUSTIN 7.3 SW, TX US","30.207183","-97.843988","229.2","2024-05-06",,,,,,,,
"US1TXTV0113","AUSTIN 7.3 SW, TX US","30.207183","-97.843988","229.2","2024-05-07",,,,,,,,
"US1TXTV0433","AUSTIN 7.7 S, TX US","30.19475","-97.76028","175.0","2024-05-01",,,,,,,,
"US1TXTV0433","AUSTIN 7.7 S, TX US","30.19475","-97.76028","175.0","2024-05-02",,,,,,,,
"US1TXTV0433","AUSTIN 7.7 S, TX US","30.19475","-97.76028","175.0","2024-05-03",,,,,,,,
"US1TXTV0433","AUSTIN 7.7 S, TX US","30.19475","-97.76028","175.0","2024-05-04",,,,,,,,
"US1TXTV0433","AUSTIN 7.7 S, TX US","30.19475","-97.76028","175.0","2024-05-05",,,,,,,,
"US1TXTV0433","AUSTIN 7.7 S, TX US","30.19475","-97.76028","175.0","2024-05-06",,,,,,,,
"US1TXTV0433","AUSTIN 7.7 S, TX US","30.19475","-97.76028","175.0","2024-05-07",,,,,,,,
"US1TXTV0390","AUSTIN 7.0 N, TX US","30.405784","-97.735027","259.1","2024-05-01",,,,,,,,
"US1TXTV0390","AUSTIN 7.0 N, TX US","30.405784","-97.735027","259.1","2024-05-02",,,,,,,,
"US1TXTV0390","AUSTIN 7.0 N, TX US","30.405784","-97.735027","259.1","2024-05-03",,,,,,,,
"US1TXTV0390","AUSTIN 7.0 N, TX US","30.405784","-97.735027","259.1","2024-05-04",,,,,,,,
"US1TXTV0390","AUSTIN 7.0 N, TX US","30.405784","-97.735027","259.1","2024-05-05",,,,,,,,
"US1TXTV0390","AUSTIN 7.0 N, TX US","30.405784","-97.735027","259.1","2024-05-06",,,,,,,,
"US1TXTV0390","AUSTIN 7.0 N, TX US","30.405784","-97.735027","259.1","2024-05-07",,,,,,,,
"US1TXTV0150","AUSTIN 4.5 NNE, TX US","30.3693962097168","-97.731315612793","224.9","2024-05-01",,,,,,,,
"US1TXTV0150","AUSTIN 4.5 NNE, TX US","30.3693962097168","-97.731315612793","224.9","2024-05-02",,,,,,,,
"US1TXTV0150","AUSTIN 4.5 NNE, TX US","30.3693962097168","-97.731315612793","224.9","2024-05-03",,,,,,,,
"US1TXTV0150","AUSTIN 4.5 NNE, TX US","30.3693962097168","-97.731315612793","224.9","2024-05-05",,,,,,,,
"US1TXTV0150","AUSTIN 4.5 NNE, TX US","30.3693962097168","-97.731315612793","224.9","2024-05-06",,,,,,,,
"US1TXTV0030","ANDERSON MILL 2.2 S, TX US","30.4223","-97.8062","258.5","2024-05-01",,,,,,,,
"US1TXTV0030","ANDERSON MILL 2.2 S, TX US","30.4223","-97.8062","258.5","2024-05-02",,,,,,,,
"US1TXTV0030","ANDERSON MILL 2.2 S, TX US","30.4223","-97.8062","258.5","2024-05-03",,,,,,,,
"US1TXTV0030","ANDERSON MILL 2.2 S, TX US","30.4223","-97.8062","258.5","2024-05-04",,,,,,,,
"US1TXTV0030","ANDERSON MILL 2.2 S, TX US","30.4223","-97.8062","258.5","2024-05-05",,,,,,,,
"US1TXTV0030","ANDERSON MILL 2.2 S, TX US","30.4223","-97.8062","258.5","2024-05-06",,,,,,,,
"US1TXTV0030","ANDERSON MILL 2.2 S, TX US","30.4223","-97.8062","258.5","2024-05-07",,,,,,,,
"US1TXTV0272","CREEDMOOR 2.6 N, TX US","30.1286716461182","-97.7359008789063","207.6","2024-05-02",,,,,,,,
"US1TXTV0272","CREEDMOOR 2.6 N, TX US","30.1286716461182","-97.7359008789063","207.6","2024-05-03",,,,,,,,
"US1TXTV0272","CREEDMOOR 2.6 N, TX US","30.1286716461182","-97.7359008789063","207.6","2024-05-05",,,,,,,,
"US1TXTV0273","PFLUGERVILLE 2.9 ENE, TX US","30.453564","-97.573806","201.2","2024-05-01",,,,,,,,
"US1TXTV0273","PFLUGERVILLE 2.9 ENE, TX US","30.453564","-97.573806","201.2","2024-05-02",,,,,,,,
"US1TXTV0273","PFLUGERVILLE 2.9 ENE, TX US","30.453564","-97.573806","201.2","2024-05-03",,,,,,,,
"US1TXTV0273","PFLUGERVILLE 2.9 ENE, TX US","30.453564","-97.573806","201.2","2024-05-04",,,,,,,,
"US1TXTV0273","PFLUGERVILLE 2.9 ENE, TX US","30.453564","-97.573806","201.2","2024-05-05",,,,,,,,
"US1TXTV0273","PFLUGERVILLE 2.9 ENE, TX US","30.453564","-97.573806","201.2","2024-05-06",,,,,,,,
"US1TXHYS059","AUSTIN 14.7 WSW, TX US","30.19801","-97.97474","338.3","2024-05-01",,,,,,,,
"US1TXHYS059","AUSTIN 14.7 WSW, TX US","30.19801","-97.97474","338.3","2024-05-02",,,,,,,,
"US1TXHYS059","AUSTIN 14.7 WSW, TX US","30.19801","-97.97474","338.3","2024-05-03",,,,,,,,
"US1TXHYS059","AUSTIN 14.7 WSW, TX US","30.19801","-97.97474","338.3","2024-05-04",,,,,,,,
"US1TXHYS059","AUSTIN 14.7 WSW, TX US","30.19801","-97.97474","338.3","2024-05-05",,,,,,,,
"US1TXHYS059","AUSTIN 14.7 WSW, TX US","30.19801","-97.97474","338.3","2024-05-06",,,,,,,,
"US1TXHYS059","AUSTIN 14.7 WSW, TX US","30.19801","-97.97474","338.3","2024-05-07",,,,,,,,
"US1TXTV0117","AUSTIN 5.9 NW, TX US","30.372069","-97.81338","217.6","2024-05-01",,,,,,,,
"US1TXTV0117","AUSTIN 5.9 NW, TX US","30.372069","-97.81338","217.6","2024-05-02",,,,,,,,
"US1TXTV0117","AUSTIN 5.9 NW, TX US","30.372069","-97.81338","217.6","2024-05-03",,,,,,,,
"US1TXTV0359","AUSTIN 10.5 NNE, TX US","30.444972","-97.680947","245.7","2024-05-01",,,,,,,,
"US1TXTV0359","AUSTIN 10.5 NNE, TX US","30.444972","-97.680947","245.7","2024-05-02",,,,,,,,
"US1TXTV0359","AUSTIN 10.5 NNE, TX US","30.444972","-97.680947","245.7","2024-05-03",,,,,,,,
"US1TXTV0359","AUSTIN 10.5 NNE, TX US","30.444972","-97.680947","245.7","2024-05-05",,,,,,,,
"US1TXTV0359","AUSTIN 10.5 NNE, TX US","30.444972","-97.680947","245.7","2024-05-06",,,,,,,,
"US1TXTV0359","AUSTIN 10.5 NNE, TX US","30.444972","-97.680947","245.7","2024-05-07",,,,,,,,
"US1TXTV0318","AUSTIN 7.0 N, TX US","30.404979","-97.770507","258.5","2024-05-01",,,,,,,,
"US1TXTV0318","AUSTIN 7.0 N, TX US","30.404979","-97.770507","258.5","2024-05-02",,,,,,,,
"US1TXTV0318","AUSTIN 7.0 N, TX US","30.404979","-97.770507","258.5","2024-05-03",,,,,,,,
"US1TXTV0318","AUSTIN 7.0 N, TX US","30.404979","-97.770507","258.5","2024-05-04",,,,,,,,
"US1TXTV0318","AUSTIN 7.0 N, TX US","30.404979","-97.770507","258.5","2024-05-05",,,,,,,,
"US1TXTV0318","AUSTIN 7.0 N, TX US","30.404979","-97.770507","258.5","2024-05-06",,,,,,,,
"US1TXTV0318","AUSTIN 7.0 N, TX US","30.404979","-97.770507","258.5","2024-05-07",,,,,,,,
"US1TXTV0087","AUSTIN 3.9 NNE, TX US","30.3574","-97.72355","229.2","2024-05-01",,,,,,,,
"US1TXTV0087","AUSTIN 3.9 NNE, TX US","30.3574","-97.72355","229.2","2024-05-02",,,,,,,,
"US1TXTV0087","AUSTIN 3.9 NNE, TX US","30.3574","-97.72355","229.2","2024-05-03",,,,,,,,
"US1TXTV0087","AUSTIN 3.9 NNE, TX US","30.3574","-97.72355","229.2","2024-05-04",,,,,,,,
