STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WESF,WESF_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,1/25/2024,,,,,,,,,13.5,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,1/26/2024,,,,,,,,,0.5,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,1/27/2024,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,1/28/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,1/29/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,1/30/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,1/31/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/1/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/2/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/3/2024,,,,,,,,,7.1,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/4/2024,,,,,,,,,0.3,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/5/2024,,,,,,,,,0.3,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/6/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/7/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/8/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/9/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/10/2024,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/11/2024,,,,,,,,,21.3,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/12/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/13/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/14/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/15/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/16/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/17/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/18/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/19/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/20/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/21/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/22/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/23/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/24/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/25/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/26/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/27/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/28/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,2/29/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/1/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/2/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/3/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/4/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/6/2024,,,2,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/7/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/8/2024,,,,,,,,,12.2,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/9/2024,,,,,,,,,2,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/10/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/11/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/12/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/13/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/14/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/15/2024,,,,,,,,,1.5,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/16/2024,,,,,,,,,2.8,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/17/2024,,,,,,,,,13.5,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/18/2024,,,,,,,,,0.3,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/19/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/20/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/21/2024,,,,,,,,,2,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/22/2024,,,,,,,,,3.6,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/23/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/24/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/25/2024,,,,,,,,,5.3,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/26/2024,,,,,,,,,2,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/27/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/28/2024,,,,,,,,,1.8,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/29/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/30/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,3/31/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/1/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/2/2024,,,,,,,,,6.1,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/3/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/4/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/5/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/6/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/7/2024,,,,,,,,,0.8,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/8/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/9/2024,,,,,,,,,7.1,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/10/2024,,,,,,,,,37.6,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/11/2024,,,,,,,,,0.5,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/12/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/13/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/14/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/15/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/16/2024,,,,,,,,,0.8,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/17/2024,,,,,,,,,0.5,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/18/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/19/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/20/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/21/2024,,,,,,,,,9.7,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/22/2024,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/23/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/24/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/25/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/26/2024,,,,,,,,,0.3,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9,4/27/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0046,"BRUSHY CREEK 2.4 SW, TX US",30.485942,-97.764397,267,1/1/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0046,"BRUSHY CREEK 2.4 SW, TX US",30.485942,-97.764397,267,1/2/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0046,"BRUSHY CREEK 2.4 SW, TX US",30.485942,-97.764397,267,1/3/2024,,,,,,,,,28.2,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0046,"BRUSHY CREEK 2.4 SW, TX US",30.485942,-97.764397,267,1/4/2024,,,,,,,,,0,"T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0046,"BRUSHY CREEK 2.4 SW, TX US",30.485942,-97.764397,267,1/5/2024,,,,,,,,,7.4,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0046,"BRUSHY CREEK 2.4 SW, TX US",30.485942,-97.764397,267,1/7/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0046,"BRUSHY CREEK 2.4 SW, TX US",30.485942,-97.764397,267,1/8/2024,,,,,,,,,2.3,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0046,"BRUSHY CREEK 2.4 SW, TX US",30.485942,-97.764397,267,1/9/2024,,,,,,,,,2.5,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1TXWM0046,"BRUSHY CREEK 2.4 SW, TX US",30.485942,-97.764397,267,1/10/2024,,,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
